#,_id,author,created,id,repoInfo,text
11,65508517a86bf372d4391d58,hack_git,2023-11-06T07:17:00.000Z,1721426438618771633,"{issues=0, cloneDir=./data/CVE-2023-46604-RCE-Reverse-Shell-Apache-ActiveMQ, ownerName=SaumyajeetDas, repoName=CVE-2023-46604-RCE-Reverse-Shell-Apache-ActiveMQ, stars=41, forks=9}","CVE-2023-46604

Achieving a Reverse Shell Exploit for Apache ActiveMQ

https://t.co/wnnfdqbRmW

#cve #cybersecurity #infosec https://t.co/g1JMheFM24"
12,6550851aa86bf372d4391d59,kondah_ha,2023-11-05T17:57:07.000Z,1721225142972338521,"{cloneDir=./data/application-security, ownerName=mouadk, repoName=application-security, stars=2, forks=0, issues=0}","Unpacking the Apache ActiveMQ Exploit (CVE-2023-46604) : An awsome blogpost by @deepkondah
 https://t.co/IIy6NPqqKc

You can find the POC link here : https://t.co/d5bzVaorkm

#CVE-2023-46604"
13,6550851ca86bf372d4391d5a,0DayCyberSec,2023-11-05T10:54:07.000Z,1721118691868180803,"{repoName=LocalPotato, stars=562, forks=82, issues=0, cloneDir=./data/LocalPotato, ownerName=decoder-it}","⚠️LocalPotato⚠️:  Local Windows LPE NTLM reflection attack that targets local authentication.

SMB scenario fixed by Microsoft on January 2023 #CVE-2023-21746.

HTTP/WebDAV still unpatched.

https://t.co/fmTViqKu5m"
14,6550851ea86bf372d4391d5b,hack_git,2023-11-05T08:37:00.000Z,1721084183479787592,"{cloneDir=./data/CVE-2021-36393-Exploit, ownerName=T0X1Cx, repoName=CVE-2021-36393-Exploit, stars=10, forks=1, issues=0}","CVE-2021-36393 Exploit

This script demonstrates a time-based blind SQL injection on Moodle platforms, exploiting response delays to extract data.

https://t.co/cj9ImhaVO0

#cve #cybersecurity #infosec https://t.co/NzvxcLLxjZ"
15,65508522a86bf372d4391d5c,onhexgroup,2023-11-05T05:24:09.000Z,1721035652840460528,"{stars=115, forks=9, issues=0, cloneDir=./data/Vulnerable-WordPress, ownerName=onhexgroup, repoName=Vulnerable-WordPress}","New Release  #Vulnerable_WordPress! (October 2023) .
We have published this version under the name ""Shah Goli"".
plugins: 273  
Vuls: 317

https://t.co/LdeOHfNdXp 

https://t.co/5SDDip0KD9

#wordpress #bugbounty #exploit #cve"
16,65508524a86bf372d4391d5d,hack_git,2023-11-05T00:18:00.000Z,1720958606068080797,"{cloneDir=./data/test_cve-2023-46747, ownerName=nvansluis, repoName=test_cve-2023-46747, stars=6, forks=2, issues=0}","CVE-2023-46747

Python script to test if a F5 BIG-IP is vulnerable for CVE-2023-46747. When vulnerable a user account with administrator rights is added.

https://t.co/zKWRmGaZfd

#cve #cybersecurity #infosec https://t.co/ZZHq9dszrx"
17,65508527a86bf372d4391d5e,freedomf0x,2023-11-04T07:41:00.000Z,1720707702727626977,"{forks=40, issues=0, cloneDir=./data/CVE-2023-36745, ownerName=N1k0la-T, repoName=CVE-2023-36745, stars=113}","CVE-2023-36745: Microsoft Exchange Server RCE
#CVE-2023-36745

https://t.co/Ga9Q7xb1nT

PoC: https://t.co/NCYA7DQU87"
18,6550852ca86bf372d4391d5f,marqsecurity,2023-11-02T10:21:58.000Z,1720023437203161381,"{ownerName=Cyber-Wo0dy, repoName=CVE-2023-46501, stars=7, forks=0, issues=0, cloneDir=./data/CVE-2023-46501}","CVE-2023-46501  BoltWire v6.03 - Improper Access Control  https://t.co/LicrYaAwUj
#cve #cybersecurity #infosec https://t.co/1vSMfuYstF"
19,6550852ea86bf372d4391d60,hack_git,2023-11-02T10:21:05.000Z,1720023214175195232,"{cloneDir=./data/CVE-2023-46747-RCE, ownerName=W01fh4cker, repoName=CVE-2023-46747-RCE, stars=105, forks=24, issues=0}","CVE-2023-46747-RCE

F5 BIG-IP unauthenticated remote code execution (RCE) and authentication bypass vulnerability.

https://t.co/xaCLWFXMa3

#cve #cybersecurity #infosec https://t.co/rFDen7Tjbw"
20,65508531a86bf372d4391d61,hack_git,2023-11-02T08:19:00.000Z,1719992490042806526,"{cloneDir=./data/CVE-2023-5412, ownerName=RandomRobbieBF, repoName=CVE-2023-5412, stars=3, forks=0, issues=0}","CVE-2023-5412

WordPress Image horizontal reel scroll slideshow &lt;=13.2 - Authenticated SQL Injection via Shortcode

https://t.co/3HGtmVIfcw

#cve #cybersecurity #infosec https://t.co/BjXsJTjjUa"
21,65508536a86bf372d4391d62,hetmehtaa,2023-11-01T20:37:10.000Z,1719815870829265296,"{issues=0, cloneDir=./data/CVE-2023-46747-POC, ownerName=AliBrTab, repoName=CVE-2023-46747-POC, stars=6, forks=4}","CVE-2023-5044:
Kubernetes ingress-nginx &lt;1.9.0 - API command injection
https://t.co/efNoGZccIB
https://t.co/W4I0jvUpkC

CVE-2023-46747:
F5 BIG-IP unauthenticated RCE and authentication bypass
https://t.co/oAVQjlUIZk

#cve #infosec #cybersecurity"
22,65508558a86bf372d4391d63,CVEannounce,2023-10-30T16:42:00.000Z,1719031910851088553,"{cloneDir=./data/Ideas, ownerName=CVEProject, repoName=Ideas, stars=9, forks=2, issues=8}","Have an innovative idea or a new feature request to enhance the #CVE Program and help us better serve the broader community? 
 
Please use our new “CVE Program Ideas” repository at https://t.co/wMIZErjreW to submit your suggestion. 
 
We look forward to hearing from you! @CVEnew"
23,6550855aa86bf372d4391d64,Securi3yTalent,2023-10-28T13:57:36.000Z,1718265764590072233,"{issues=4, cloneDir=./data/Upload_Bypass, ownerName=sAjibuu, repoName=Upload_Bypass, stars=555, forks=104}","Upload_Bypass v2
File upload restrictions bypass, by using different bug bounty techniques covered in Hacktricks
https://t.co/UKapccfVV4

#insosec #securityTalrnt #bugbounty #firewall #security #bugbountytip #bugbounty #burpsuite #fileUploads #vul #CVE https://t.co/fd4oEQPROb"
24,6550855da86bf372d4391d65,Wh1t3_Ow1,2023-10-27T09:42:01.000Z,1717839057349210461,"{cloneDir=./data/CVE-2023-44487, ownerName=bcdannyboy, repoName=CVE-2023-44487, stars=187, forks=40, issues=1}","Many web servers are vulnerable to rapid reset #DDoS attacks  (#CVE-2023-44487). To check if your server is at risk, you can use this Proof of Concept:  https://t.co/cGTkmTdoJ3   #CVE202344487 #Cybersec https://t.co/ycamqMEAFE"
25,6550855fa86bf372d4391d66,hack_git,2023-10-27T06:33:34.000Z,1717791630516728063,"{issues=0, cloneDir=./data/Worpress-CVE-2023-5360, ownerName=phankz, repoName=Worpress-CVE-2023-5360, stars=12, forks=3}","CVE-2023-5360

Auto shell upload #WordPress royal elementor 1.3.78 shell upload

https://t.co/zhyJXJi5sr

#cve #cybersecurity #infosec https://t.co/E6AGIBCGQb"
26,65508562a86bf372d4391d67,hack_git,2023-10-27T06:21:33.000Z,1717788606427808200,"{forks=16, issues=0, cloneDir=./data/cve-2023-36802, ownerName=Nero22k, repoName=cve-2023-36802, stars=76}","CVE-2023-36802

Windows 10/11 MSKSSRV.SYS Exploit

https://t.co/Df95mFECqk

#cve #cybersecurity #infosec https://t.co/gmLlZ3Sazo"
27,65508591a86bf372d4391d68,5tuxnet,2023-10-27T03:59:06.000Z,1717752759309709554,"{cloneDir=./data/cve, ownerName=trickest, repoName=cve, stars=5649, forks=716, issues=13}","This is a GOLD mine!

A repo with almost every publicly available #CVE proof of concept (PoC), by @trick3st 

https://t.co/oLwrcwkdXx"
28,65508598a86bf372d4391d69,TodayCyberNews,2023-10-26T21:05:49.000Z,1717648753962975472,"{cloneDir=./data/CVE-2023-20198-Scanner, ownerName=Shadow0ps, repoName=CVE-2023-20198-Scanner, stars=27, forks=4, issues=0}","Cisco IOS XE Device Scanner for CVE-2023-20198 &amp; CVE-2023-20273

Webshell fingerprinting scanner designed to identify implants on Cisco IOS XE WebUIs affected by CVE-2023-20198 and CVE-2023-20273.

Author: Shadow0ps

Link: https://t.co/wVX783rhsQ

#cisco #cve #webshell  #blueteam https://t.co/1o6Gogms38"
29,655085a1a86bf372d4391d6a,7h3h4ckv157,2023-10-22T17:22:51.000Z,1716143089172336756,"{forks=243, issues=0, cloneDir=./data/Awesome-Cybersecurity-Handbooks, ownerName=0xsyr0, repoName=Awesome-Cybersecurity-Handbooks, stars=1887}","Hey hackers, 
Here's an amazing repo, truly helpful ♥️ 🎉💯

Source: https://t.co/woafXnx8GA 

#infosec #Hacking #redteam #Pentesting #pwn #CVE #CyberSecurityAwareness #cybersecuritytips #CyberSec"
30,655085a3a86bf372d4391d6b,hack_git,2023-10-21T10:36:30.000Z,1715678440987250845,"{issues=0, cloneDir=./data/CVE-2023-28432, ownerName=yTxZx, repoName=CVE-2023-28432, stars=2, forks=2}","CVE-2023-28432

MinIO information disclosure

https://t.co/HUaYnvmwlE

#cve #cybersecurity #infosec https://t.co/9f8D2vWVjL"
31,655085a6a86bf372d4391d6c,solidsnakee_,2023-10-20T22:01:21.000Z,1715488399887564820,"{repoName=CVE-2023-34051, stars=57, forks=10, issues=0, cloneDir=./data/CVE-2023-34051, ownerName=horizon3ai}","CVE-2023-34051 es una derivación de autenticación que omite el parche para VMSA-2023-0001.

La conf escribe un trabajo cron para crear un shell inverso. Asegúrese de cambiar el payload para adaptarlo a su entorno.
#cve #vulnerability #PoC #VMware #Aria https://t.co/iHEoKusgd9"
32,655085aaa86bf372d4391d6d,TodayCyberNews,2023-10-20T14:12:31.000Z,1715370413944111174,"{ownerName=chompie1337, repoName=Windows_MSKSSRV_LPE_CVE-2023-36802, stars=128, forks=36, issues=0, cloneDir=./data/Windows_MSKSSRV_LPE_CVE-2023-36802}","☄️CVE-2023-36802 Local Privilege Escalation

Microsoft Streaming Service Proxy Elevation of Privilege Vulnerability

📣PoC link:
https://t.co/Ys3atHm73H

#cve #privesc #windows"
33,655085ada86bf372d4391d6e,Guardia_School,2023-10-20T09:33:36.000Z,1715300221293404613,"{forks=5, issues=0, cloneDir=./data/cisco-ios-xe-implant-scanner, ownerName=vulncheck-oss, repoName=cisco-ios-xe-implant-scanner, stars=35}","Et voici un scanner si vous voulez vérifier si la vuln est présente sur votre infrastructure. 

#CVE #Cisco #Scanner 

https://t.co/lSsl54NeEf"
34,655085b0a86bf372d4391d6f,hack_git,2023-10-20T08:42:32.000Z,1715287372974227722,"{ownerName=thedarknessdied, repoName=CVE-2023-4169_CVE-2023-3306_CVE-2023-4415, stars=20, forks=2, issues=0, cloneDir=./data/CVE-2023-4169_CVE-2023-3306_CVE-2023-4415}","CVE-2023-4169

Ruijie RG-EW1200G - Administrator Password/API/SYS/SET_PASSWD/ACCESS CONTROL

https://t.co/xuMGIC5Xs6

#cve #cybersecurity #infosec https://t.co/QqXJGCBY1j"
35,655085b3a86bf372d4391d70,hack_git,2023-10-20T08:28:47.000Z,1715283911310258461,"{repoName=CVE-2021-44168, stars=16, forks=5, issues=0, cloneDir=./data/CVE-2021-44168, ownerName=0xhaggis}","CVE-2021-44168

#Exploit CVE-2021-44168 to drop a shell on a Fortigate firewall and enable its access via LD_PRELOAD tricks that execute when running some of Fortigate's CLI commands. You get a root shell.

https://t.co/oSNzdfsEvs

#cve #cybersecurity #infosec https://t.co/2TyjQ43m9P"
36,655085b6a86bf372d4391d71,realcyberpanda,2023-10-19T21:41:59.000Z,1715121136579527132,"{cloneDir=./data/cyberpanda.github.io, ownerName=cyberpanda, repoName=cyberpanda.github.io, stars=4, forks=0, issues=1}","Just launched a CVE reference tool for fast and easy access to information.
Check it out at: https://t.co/p2ysLQhrlB

Join me on GitHub to collaborate: https://t.co/JAgZu5Isya

Let's make it even more valuable together! #OpenSource #CVE #CyberSecurity #CyberPanda https://t.co/8G3b1T1Ikj"
37,655085baa86bf372d4391d72,singe,2023-10-19T16:29:05.000Z,1715042396382089260,"{issues=1, cloneDir=./data/CVE-2023-20198, ownerName=Atea-Redteam, repoName=CVE-2023-20198, stars=17, forks=16}",Our @orangecyberdef CERT team is sharing the script they wrote to perform some of the mass scanning for the Cisco IOS XE exploitation #CVE-2023-20198 https://t.co/0zkQ8vh2Sn It was modified from Atea Redteam's version to work better at scale https://t.co/JIcDdDvJiv
38,655085bda86bf372d4391d73,TodayCyberNews,2023-10-19T14:13:36.000Z,1715008297126985896,"{repoName=CVE-2023-33733, stars=82, forks=18, issues=0, cloneDir=./data/CVE-2023-33733, ownerName=c53elyas}","🔃 Recent PDF rendering vulnerabilities
 
If we see places where PDF is rendered and we have the opportunity to influence its elements, we pay attention to vulnerabilities in:

ReportLab:
https://t.co/HEqyiljY5L

Dompdf:
https://t.co/9sjZXTKD2q

#CyberSecurity  #cve #bugbounty https://t.co/wyTYrFPih7"
39,655085c4a86bf372d4391d74,hack_git,2023-10-18T13:16:00.000Z,1714631415122329742,"{forks=4, issues=0, cloneDir=./data/CVE-2023-38545, ownerName=d0rb, repoName=CVE-2023-38545, stars=19}","CVE-2023-38545

This script is designed to exploit a vulnerability in a SOCKS proxy server. It crafts a malicious HTTP response that, when sent to the target SOCKS server, can execute arbitrary commands on the system

https://t.co/5m5Nt7yy8P

#cve #cybersecurity #infosec https://t.co/4KZhqAQPar"
40,655085cba86bf372d4391d75,cracbot,2023-10-17T21:43:54.000Z,1714396843852116240,"{cloneDir=./data/saml, ownerName=crewjam, repoName=saml, stars=873, forks=437, issues=61}","CVE-2023-45683 (CVSS:7.1, HIGH) is Awaiting Analysis. https://t.co/YProULy0qJ is a saml library for the go language. In affected versions the package does not validate the AC..https://t.co/wqh2LJlNAU #cybersecurityawareness #cybersecurity #CVE #infosec #hacker #nvd #mitre"
41,655085d1a86bf372d4391d76,hack_git,2023-10-17T10:39:00.000Z,1714229518234177909,"{ownerName=po6ix, repoName=POC-for-CVE-2023-41993, stars=155, forks=25, issues=9, cloneDir=./data/POC-for-CVE-2023-41993}","CVE-2023-41993

Apple webkit code execution vulnerability. 

PoC exploit for CVE-2023-41993. It's written only up to addrof/fakeobj. Reliability is not great. If you want to make it better, try to spray structure IDs.

https://t.co/rLFUDHpN4F

#cve #cybersecurity #infosec https://t.co/u7qpR2MEVN"
42,655085d5a86bf372d4391d77,hack_git,2023-10-17T09:22:45.000Z,1714210329410879948,"{cloneDir=./data/vsftpd-2.3.4-exploit, ownerName=vinetsuicide, repoName=vsftpd-2.3.4-exploit, stars=13, forks=1, issues=0}","vsftpd-2.3.4-exploit

backdoor exploit for vsftpd 2.3.4 on python

https://t.co/vVh0xacGui

#cve #cybersecurity #infosec https://t.co/2i0y7KaaWB"
43,655085d8a86bf372d4391d78,hack_git,2023-10-17T09:20:46.000Z,1714209831341445236,"{cloneDir=./data/CVE-2023-3710, ownerName=CwEeR313, repoName=CVE-2023-3710, stars=1, forks=0, issues=0}","CVE-2023-3710

Honeywell PM43 Printer OS Command Injection

https://t.co/mpckhWeyae

#cve #cybersecurity #infosec https://t.co/nKXK8lmx2Y"
44,655085daa86bf372d4391d79,hack_git,2023-10-17T09:05:02.000Z,1714205868789539045,"{cloneDir=./data/xortigate-cve-2023-27997, ownerName=lexfo, repoName=xortigate-cve-2023-27997, stars=44, forks=6, issues=0}","CVE-2023-27997

Exploit for xortigate (CVE-2023-27997). It is not usable ""as-is"" and serves educational purposes.

https://t.co/fLmxIxDr0Y

#cve #cybersecurity #infosec #pentesting https://t.co/2N17pBW6rZ"
45,655085e2a86bf372d4391d7a,0xc7m,2023-10-13T09:09:07.000Z,1712757346789708030,"{cloneDir=./data/CVE-2023-22515, ownerName=Chocapikk, repoName=CVE-2023-22515, stars=105, forks=23, issues=0}","Exploit the #CVE-2023-22515 vulnerability in Confluence, which allows for unauthorized access to Confluence Server and Confluence Data Center instances
#POC #github #infosec
https://t.co/gCblnonRTF"
46,655085e6a86bf372d4391d7b,hack_git,2023-10-12T07:44:06.000Z,1712373561803907568,"{cloneDir=./data/CVE-2023-2640-CVE-2023-32629, ownerName=g1vi, repoName=CVE-2023-2640-CVE-2023-32629, stars=24, forks=5, issues=0}","CVE-2023-2640, CVE-2023-32629

""GameOver(lay)"" Ubuntu Privilege Escalation

https://t.co/TKqRZgNgUh

#cve #cybersecurity #infosec https://t.co/XKh9d1rXHQ"
47,655085eca86bf372d4391d7c,hack_git,2023-10-12T07:19:53.000Z,1712367470130946147,"{stars=46, forks=10, issues=0, cloneDir=./data/CVE-2023-42820, ownerName=C1ph3rX13, repoName=CVE-2023-42820}","CVE-2023-42820

PoC for CVE-2023-42820 JumpServer Password Reset Vulnerability

https://t.co/NGmf1VIzVc

#cve #cybersecurity #infosec https://t.co/stQFkqgCWU"
48,655085eea86bf372d4391d7d,hack_git,2023-10-12T07:13:52.000Z,1712365953537696155,"{forks=11, issues=0, cloneDir=./data/CVE-2023-36723, ownerName=Wh04m1001, repoName=CVE-2023-36723, stars=59}","CVE-2023-36723 

This is PoC for arbitrary directory creation bug in Container Manager service

https://t.co/oR7mtmYeER

#cve #cybersecurity #infosec https://t.co/WNNiTda3Md"
49,655085f0a86bf372d4391d7e,hack_git,2023-10-12T07:10:53.000Z,1712365202010726434,"{stars=70, forks=4, issues=0, cloneDir=./data/CVE-2023-22515-Scan, ownerName=ErikWynter, repoName=CVE-2023-22515-Scan}","Scanner for CVE-2023-22515

Broken Access Control Vulnerability in Atlassian Confluence

https://t.co/6SVMOag5vR

#cve #cybersecurity #infosec https://t.co/Mw6VGvSMmw"
50,655085f3a86bf372d4391d7f,hack_git,2023-10-12T07:07:59.000Z,1712364475385303520,"{issues=1, cloneDir=./data/CVE-2023-4911, ownerName=leesh3288, repoName=CVE-2023-4911, stars=350, forks=55}","CVE-2023-4911

PoC of CVE-2023-4911 ""Looney Tunables""

• https://t.co/piKAfOczYk
• https://t.co/XgsxXl58hi

#cve #cybersecurity #infosec https://t.co/GEHiFd0iRZ"
51,655085f6a86bf372d4391d80,hack_git,2023-10-12T07:06:24.000Z,1712364076926480627,"{ownerName=Boogipop, repoName=MetabaseRceTools, stars=30, forks=2, issues=0, cloneDir=./data/MetabaseRceTools}","MetabaseRceTools

Metabase Rce Tools CVE-2023-38646

https://t.co/Cw2isGEEzJ

#cve #cybersecurity #infosec https://t.co/MhAXoltxeg"
52,655085f9a86bf372d4391d81,Wh1t3_Ow1,2023-10-12T07:02:20.000Z,1712363050366357608,"{ownerName=WhiteOwl-Pub, repoName=PoC-JetBrains-TeamCity-CVE-2023-42793, stars=2, forks=0, issues=0, cloneDir=./data/PoC-JetBrains-TeamCity-CVE-2023-42793}","i wrote a proof of concept for #TeamCity #JetBrains vulnerability  (#CVE-2023-42793), this #PoC is capable of creating new admin credentials on  vulnerable servers. github: https://t.co/QQ1tAePTUI #RCE #unauth #remote #cyberSec"
53,65508609a86bf372d4391d82,MHimken,2023-10-11T06:11:27.000Z,1711987858628612519,"{stars=16, forks=5, issues=0, cloneDir=./data/WinRE-Customization, ownerName=MHimken, repoName=WinRE-Customization}","Stardate 101373.56 - still no sign of Microsoft actually patching WinRE against the now 6 month old #CVE-2023-24932 issue called ""Black Lotus"".

Please patch folks!
Latest Safe-OS: KB5031476
Guidance: https://t.co/RbbYSFX5sB
Script: https://t.co/A1jqlfAViT https://t.co/HVpLzDaMGL"
54,6550860fa86bf372d4391d83,TheHackForce,2023-10-10T05:30:23.000Z,1711615134743789868,"{stars=2, forks=1, issues=0, cloneDir=./data/CVE-2023-36163, ownerName=TraiLeR2, repoName=CVE-2023-36163}","CVE-2023-36163

Cross Site Scripting vulnerability in IP-DOT BuildaGate v.BuildaGate5 allows a remote attacker to execute arbitrary code via a crafted script to the mc parameter of the URL.

https://t.co/YcR0eGtNgQ

#cve #cybersecurity #infosec"
55,65508612a86bf372d4391d84,hack_git,2023-10-08T07:52:36.000Z,1710926149084184904,"{cloneDir=./data/ghostscript-CVE-2023-43115, ownerName=jostaub, repoName=ghostscript-CVE-2023-43115, stars=6, forks=2, issues=0}","CVE-2023-43115

Artifex Ghostscript GhostPDL gdevijs.c Privilege Escalation

https://t.co/a7JSMPWxQX

#cve #cybersecurity #infosec https://t.co/HLGGBGtq9Q"
56,65508619a86bf372d4391d85,hack_git,2023-10-06T10:48:14.000Z,1710245576619573635,"{forks=1, issues=0, cloneDir=./data/CVE-2023-44962, ownerName=ggb0n, repoName=CVE-2023-44962, stars=2}","CVE-2023-44962

Uploading archive files containing symbolic links in upload-cover-image*pl can leak some of the content of the linked files

https://t.co/g4S1A6cVrX

#cve #cybersecurity #infosec https://t.co/3s3uyJGCcW"
57,6550861ea86bf372d4391d86,hack_git,2023-10-05T11:48:55.000Z,1709898457094185122,"{forks=3, issues=0, cloneDir=./data/CVE-2023-43284, ownerName=MateusTesser, repoName=CVE-2023-43284, stars=17}","CVE-2023-43284

DLink Model DIR-846 Authenticated Remote Code Execution.

https://t.co/vj7cUfR1Da

#cve #cybersecurity #infosec https://t.co/9NzlPNLdfX"
58,65508622a86bf372d4391d87,Wh1t3_Ow1,2023-10-05T06:00:10.000Z,1709810693216592122,"{forks=0, issues=0, cloneDir=./data/PoC-Vuln-Detector-juniper-cve-2023-36845, ownerName=WhiteOwl-Pub, repoName=PoC-Vuln-Detector-juniper-cve-2023-36845, stars=0}",My proof-of-concept (#PoC) for #CVE-2023-36845 is now available on #GitHub. Enjoy!: https://t.co/tJh2brrs2S #Cybersecurity #Vulnerability #InfoSec #Exploit #juniper #firewall #switch #SRX #EX
59,65508626a86bf372d4391d88,hack_git,2023-10-04T11:07:45.000Z,1709525709771694352,"{cloneDir=./data/CVE-2023-38743, ownerName=PetrusViet, repoName=CVE-2023-38743, stars=10, forks=2, issues=0}","CVE-2023-38743

ManageEngine ADManager Command Injection

https://t.co/W8N86BYrXk

#cve #cybersecurity #infosec https://t.co/1cJfSK1bBb"
60,65508629a86bf372d4391d89,hack_git,2023-10-02T07:55:40.000Z,1708752594896568566,"{cloneDir=./data/CVE-2023-5074-PoC, ownerName=codeb0ss, repoName=CVE-2023-5074-PoC, stars=6, forks=2, issues=0}","CVE-2023-5074

D-Link D-View Authentication Bypass

https://t.co/184v4iQrH0

#cve #cybersecurity #infosec https://t.co/DE6gml8lGe"
61,6550862ba86bf372d4391d8a,hack_git,2023-10-02T07:51:15.000Z,1708751485096349760,"{repoName=CVE-2023-43261, stars=52, forks=9, issues=0, cloneDir=./data/CVE-2023-43261, ownerName=win3zz}","CVE-2023-43261

Credential Leakage Through Unprotected System Logs and Weak Password Encryption

https://t.co/MJCRfTJvMO

#cve #cybersecurity #infosec https://t.co/MWNVaVRYIm"
62,65508635a86bf372d4391d8b,kh4sh3i_,2023-09-30T09:55:36.000Z,1708058002052255905,"{issues=2, cloneDir=./data/CVE-2023-43770-POC, ownerName=s3cb0y, repoName=CVE-2023-43770-POC, stars=29, forks=11}","CVE-2023-43770
#mail #server #Roundcube

usage:

python https://t.co/5bNEHMWBBo -e attacker@gmail.com -p Attack3rPwd -t victim@example.com

#POC #exploit
https://t.co/5jCzH5kbCC

#cybersecurity #BugBounty #infosec #CVE https://t.co/QMBKBIXXnw"
63,65508638a86bf372d4391d8c,hack_git,2023-09-30T06:14:24.000Z,1708002336809861232,"{stars=10, forks=2, issues=0, cloneDir=./data/CVE-2023-42793, ownerName=H454NSec, repoName=CVE-2023-42793}","CVE-2023-42793

Authentication Bypass in JetBrains TeamCity CI/CD

https://t.co/mYZIdglMpa

#cve #cybersecurity #infosec https://t.co/81dZ1AKfKB"
